id,damage,alpha,beta,tolerance,init_recovery_rate
427,0,5,0.025,0.5,4
194,0,5,0.025,0.5,4
457,0,5,0.025,0.5,4
239,0,5,0.025,0.5,4
261,0,5,0.025,0.5,4
223,0,5,0.025,0.5,4
279,0,5,0.025,0.5,4
249,0,5,0.025,0.5,4
363,0,5,0.025,0.5,4
305,0,5,0.025,0.5,4
271,0,5,0.025,0.5,4
385,0,5,0.025,0.5,4
335,0,5,0.025,0.5,4
3,0,5,0.025,0.5,4
91,0,5,0.025,0.5,4
29,0,5,0.025,0.5,4
109,0,5,0.025,0.5,4
59,0,5,0.025,0.5,4
139,0,5,0.025,0.5,4
97,0,5,0.025,0.5,4
153,0,5,0.025,0.5,4
123,0,5,0.025,0.5,4
498,0,5,0.025,0.5,4
187,0,5,0.025,0.5,4
149,0,5,0.025,0.5,4
452,0,5,0.025,0.5,4
418,0,5,0.025,0.5,4
250,0,5,0.025,0.5,4
374,0,5,0.025,0.5,4
304,0,5,0.025,0.5,4
398,0,5,0.025,0.5,4
328,0,5,0.025,0.5,4
30,0,5,0.025,0.5,4
54,0,5,0.025,0.5,4
156,0,5,0.025,0.5,4
176,0,5,0.025,0.5,4
142,0,5,0.025,0.5,4
409,0,5,0.025,0.5,4
481,0,5,0.025,0.5,4
447,0,5,0.025,0.5,4
469,0,5,0.025,0.5,4
205,0,5,0.025,0.5,4
227,0,5,0.025,0.5,4
257,0,5,0.025,0.5,4
299,0,5,0.025,0.5,4
17,0,5,0.025,0.5,4
351,0,5,0.025,0.5,4
317,0,5,0.025,0.5,4
381,0,5,0.025,0.5,4
347,0,5,0.025,0.5,4
79,0,5,0.025,0.5,4
105,0,5,0.025,0.5,4
416,0,5,0.025,0.5,4
173,0,5,0.025,0.5,4
486,0,5,0.025,0.5,4
440,0,5,0.025,0.5,4
199,0,5,0.025,0.5,4
464,0,5,0.025,0.5,4
212,0,5,0.025,0.5,4
236,0,5,0.025,0.5,4
252,0,5,0.025,0.5,4
218,0,5,0.025,0.5,4
288,0,5,0.025,0.5,4
24,0,5,0.025,0.5,4
362,0,5,0.025,0.5,4
316,0,5,0.025,0.5,4
48,0,5,0.025,0.5,4
378,0,5,0.025,0.5,4
340,0,5,0.025,0.5,4
72,0,5,0.025,0.5,4
14,0,5,0.025,0.5,4
84,0,5,0.025,0.5,4
34,0,5,0.025,0.5,4
104,0,5,0.025,0.5,4
66,0,5,0.025,0.5,4
128,0,5,0.025,0.5,4
407,0,5,0.025,0.5,4
160,0,5,0.025,0.5,4
495,0,5,0.025,0.5,4
433,0,5,0.025,0.5,4
188,0,5,0.025,0.5,4
455,0,5,0.025,0.5,4
259,0,5,0.025,0.5,4
225,0,5,0.025,0.5,4
281,0,5,0.025,0.5,4
247,0,5,0.025,0.5,4
369,0,5,0.025,0.5,4
307,0,5,0.025,0.5,4
269,0,5,0.025,0.5,4
387,0,5,0.025,0.5,4
333,0,5,0.025,0.5,4
5,0,5,0.025,0.5,4
27,0,5,0.025,0.5,4
111,0,5,0.025,0.5,4
57,0,5,0.025,0.5,4
137,0,5,0.025,0.5,4
99,0,5,0.025,0.5,4
151,0,5,0.025,0.5,4
117,0,5,0.025,0.5,4
500,0,5,0.025,0.5,4
181,0,5,0.025,0.5,4
147,0,5,0.025,0.5,4
420,0,5,0.025,0.5,4
444,0,5,0.025,0.5,4
372,0,5,0.025,0.5,4
392,0,5,0.025,0.5,4
326,0,5,0.025,0.5,4
292,0,5,0.025,0.5,4
52,0,5,0.025,0.5,4
178,0,5,0.025,0.5,4
411,0,5,0.025,0.5,4
483,0,5,0.025,0.5,4
437,0,5,0.025,0.5,4
200,0,5,0.025,0.5,4
467,0,5,0.025,0.5,4
207,0,5,0.025,0.5,4
233,0,5,0.025,0.5,4
255,0,5,0.025,0.5,4
285,0,5,0.025,0.5,4
19,0,5,0.025,0.5,4
357,0,5,0.025,0.5,4
319,0,5,0.025,0.5,4
45,0,5,0.025,0.5,4
383,0,5,0.025,0.5,4
345,0,5,0.025,0.5,4
75,0,5,0.025,0.5,4
9,0,5,0.025,0.5,4
81,0,5,0.025,0.5,4
107,0,5,0.025,0.5,4
133,0,5,0.025,0.5,4
402,0,5,0.025,0.5,4
171,0,5,0.025,0.5,4
488,0,5,0.025,0.5,4
438,0,5,0.025,0.5,4
193,0,5,0.025,0.5,4
462,0,5,0.025,0.5,4
214,0,5,0.025,0.5,4
234,0,5,0.025,0.5,4
266,0,5,0.025,0.5,4
220,0,5,0.025,0.5,4
290,0,5,0.025,0.5,4
244,0,5,0.025,0.5,4
360,0,5,0.025,0.5,4
310,0,5,0.025,0.5,4
46,0,5,0.025,0.5,4
388,0,5,0.025,0.5,4
338,0,5,0.025,0.5,4
70,0,5,0.025,0.5,4
16,0,5,0.025,0.5,4
86,0,5,0.025,0.5,4
40,0,5,0.025,0.5,4
114,0,5,0.025,0.5,4
64,0,5,0.025,0.5,4
126,0,5,0.025,0.5,4
92,0,5,0.025,0.5,4
166,0,5,0.025,0.5,4
497,0,5,0.025,0.5,4
431,0,5,0.025,0.5,4
190,0,5,0.025,0.5,4
453,0,5,0.025,0.5,4
283,0,5,0.025,0.5,4
367,0,5,0.025,0.5,4
301,0,5,0.025,0.5,4
267,0,5,0.025,0.5,4
397,0,5,0.025,0.5,4
331,0,5,0.025,0.5,4
7,0,5,0.025,0.5,4
33,0,5,0.025,0.5,4
55,0,5,0.025,0.5,4
135,0,5,0.025,0.5,4
157,0,5,0.025,0.5,4
119,0,5,0.025,0.5,4
183,0,5,0.025,0.5,4
145,0,5,0.025,0.5,4
422,0,5,0.025,0.5,4
175,0,5,0.025,0.5,4
476,0,5,0.025,0.5,4
442,0,5,0.025,0.5,4
474,0,5,0.025,0.5,4
202,0,5,0.025,0.5,4
394,0,5,0.025,0.5,4
294,0,5,0.025,0.5,4
322,0,5,0.025,0.5,4
50,0,5,0.025,0.5,4
350,0,5,0.025,0.5,4
413,0,5,0.025,0.5,4
170,0,5,0.025,0.5,4
485,0,5,0.025,0.5,4
435,0,5,0.025,0.5,4
465,0,5,0.025,0.5,4
209,0,5,0.025,0.5,4
231,0,5,0.025,0.5,4
253,0,5,0.025,0.5,4
287,0,5,0.025,0.5,4
21,0,5,0.025,0.5,4
355,0,5,0.025,0.5,4
313,0,5,0.025,0.5,4
43,0,5,0.025,0.5,4
377,0,5,0.025,0.5,4
343,0,5,0.025,0.5,4
73,0,5,0.025,0.5,4
11,0,5,0.025,0.5,4
83,0,5,0.025,0.5,4
37,0,5,0.025,0.5,4
101,0,5,0.025,0.5,4
131,0,5,0.025,0.5,4
404,0,5,0.025,0.5,4
161,0,5,0.025,0.5,4
490,0,5,0.025,0.5,4
428,0,5,0.025,0.5,4
195,0,5,0.025,0.5,4
460,0,5,0.025,0.5,4
216,0,5,0.025,0.5,4
240,0,5,0.025,0.5,4
264,0,5,0.025,0.5,4
222,0,5,0.025,0.5,4
276,0,5,0.025,0.5,4
242,0,5,0.025,0.5,4
366,0,5,0.025,0.5,4
312,0,5,0.025,0.5,4
274,0,5,0.025,0.5,4
390,0,5,0.025,0.5,4
336,0,5,0.025,0.5,4
68,0,5,0.025,0.5,4
2,0,5,0.025,0.5,4
88,0,5,0.025,0.5,4
38,0,5,0.025,0.5,4
116,0,5,0.025,0.5,4
62,0,5,0.025,0.5,4
140,0,5,0.025,0.5,4
94,0,5,0.025,0.5,4
164,0,5,0.025,0.5,4
122,0,5,0.025,0.5,4
499,0,5,0.025,0.5,4
184,0,5,0.025,0.5,4
451,0,5,0.025,0.5,4
417,0,5,0.025,0.5,4
373,0,5,0.025,0.5,4
303,0,5,0.025,0.5,4
399,0,5,0.025,0.5,4
329,0,5,0.025,0.5,4
25,0,5,0.025,0.5,4
325,0,5,0.025,0.5,4
31,0,5,0.025,0.5,4
53,0,5,0.025,0.5,4
155,0,5,0.025,0.5,4
177,0,5,0.025,0.5,4
143,0,5,0.025,0.5,4
424,0,5,0.025,0.5,4
478,0,5,0.025,0.5,4
448,0,5,0.025,0.5,4
472,0,5,0.025,0.5,4
204,0,5,0.025,0.5,4
228,0,5,0.025,0.5,4
296,0,5,0.025,0.5,4
354,0,5,0.025,0.5,4
324,0,5,0.025,0.5,4
348,0,5,0.025,0.5,4
76,0,5,0.025,0.5,4
415,0,5,0.025,0.5,4
168,0,5,0.025,0.5,4
487,0,5,0.025,0.5,4
441,0,5,0.025,0.5,4
196,0,5,0.025,0.5,4
463,0,5,0.025,0.5,4
211,0,5,0.025,0.5,4
237,0,5,0.025,0.5,4
251,0,5,0.025,0.5,4
217,0,5,0.025,0.5,4
289,0,5,0.025,0.5,4
23,0,5,0.025,0.5,4
361,0,5,0.025,0.5,4
315,0,5,0.025,0.5,4
49,0,5,0.025,0.5,4
379,0,5,0.025,0.5,4
341,0,5,0.025,0.5,4
71,0,5,0.025,0.5,4
13,0,5,0.025,0.5,4
85,0,5,0.025,0.5,4
35,0,5,0.025,0.5,4
103,0,5,0.025,0.5,4
65,0,5,0.025,0.5,4
129,0,5,0.025,0.5,4
406,0,5,0.025,0.5,4
159,0,5,0.025,0.5,4
492,0,5,0.025,0.5,4
426,0,5,0.025,0.5,4
189,0,5,0.025,0.5,4
458,0,5,0.025,0.5,4
238,0,5,0.025,0.5,4
262,0,5,0.025,0.5,4
224,0,5,0.025,0.5,4
278,0,5,0.025,0.5,4
248,0,5,0.025,0.5,4
364,0,5,0.025,0.5,4
306,0,5,0.025,0.5,4
272,0,5,0.025,0.5,4
384,0,5,0.025,0.5,4
334,0,5,0.025,0.5,4
300,0,5,0.025,0.5,4
4,0,5,0.025,0.5,4
90,0,5,0.025,0.5,4
28,0,5,0.025,0.5,4
110,0,5,0.025,0.5,4
60,0,5,0.025,0.5,4
138,0,5,0.025,0.5,4
96,0,5,0.025,0.5,4
154,0,5,0.025,0.5,4
124,0,5,0.025,0.5,4
186,0,5,0.025,0.5,4
148,0,5,0.025,0.5,4
419,0,5,0.025,0.5,4
445,0,5,0.025,0.5,4
475,0,5,0.025,0.5,4
371,0,5,0.025,0.5,4
393,0,5,0.025,0.5,4
327,0,5,0.025,0.5,4
293,0,5,0.025,0.5,4
51,0,5,0.025,0.5,4
